שנה ראשונה,מספר סעיף,שם הסעיף,הוצאה ברוטו,"מספרי סעיפים בשנה הקודמת, מופרדים בפסיקים",לינק לסעיף,לינק לסעיף אב משנה קודמת,הערות מועתקות
1996,C0026010205,קניית שירותי מיחשוב,270,,link,link,
1996,C0026033201,יעוץ,600,,link,link,
1996,C0026033202,"נסיעות לחו""ל",120,,link,link,
1996,C0026033203,אמרכלות,80,,link,link,
1996,C0026980102,רזרבה להתייקרויות קניות,1235,,link,link,
1996,C0026980104,רזרבה להתייקרויות -,997,,link,link,
1996,C0026980105,רזרבה להתייקרויות -,1107,,link,link,
1996,C0030022316,מוקד עסקי ברשויות,6498,,link,link,
1996,C0030061443,אוניברסיטאות - מתחילי,5044,,link,link,
1996,C0030061444,"מלכר""ים - מתחילי 6991",2117,,link,link,
1996,C0030061445,ממשלה - מתחילי 6991,841,,link,link,
1996,C0030061446,תעשיה - מתחילי 6991,9104,,link,link,
1996,C0030061447,סיוע למדענים מסורבי,605,,link,link,
1996,C0037010402,מינהלת הנגב - שיווק,3085,,link,link,
1996,C0037010403,מינהלת נגב - מנהלה,3500,,link,link,
1996,C0037010404,מינהלת נגב-תיירות נכנסת,210,,link,link,
1996,C0037031613,עתודה לביטוח כנסים,500,,link,link,
1996,C0037040702,הדרכה קבוצתית ליזמים,603,,link,link,
1996,C0037060101,רזרבה להתיקרויות-קניות,496,,link,link,
1996,C0054010103,"עב""צ - מתמחים ועובדים כ",286,,link,link,
1996,C0054010110,"שרותי יעוץ - כלכלי, משפ",1503,,link,link,
1996,C0054010112,קניית שרותי עבודה,262,,link,link,
1996,C0054010113,"אמרכלות - ציוד משרדי, ה",935,,link,link,
1996,C0054010114,מיכון,657,,link,link,
1996,C0054010115,השתתפות במשרד המשפטים,43,,link,link,
1996,C0054010118,רזרבה לפעולות הגבלים,1200,,link,link,
1996,C0070690312,שיקום תשתיות במגזר,1200,,link,link,
1996,C0070690313,השלמות פיתוח שכונות,2000,,link,link,
1996,C0070690314,תשתיות תכנון ופיקוח,6850,,link,link,
1996,C0070690409,בשלמות פיתוח ותשתיות,4150,,link,link,
1996,C0070690416,השלמות פיתוח ובניית,1200,,link,link,
1996,C0070690417,פיתוח  לבניה למגורים,20000,,link,link,
1996,C0070690510,השלמה לבניית כיתות,1200,,link,link,
1996,C0070690521,הקמת מוסדות ציבור,2050,,link,link,
1996,C0070690522,השתתפות בבניית מוסדות,2575,,link,link,
1996,C0070690808,מימון ביניים לאחזקת,32000,,link,link,
1996,C0083040101,"כבישים עוקפים באיו""ש",13426,,link,link,
1996,C0083040102,"תמיכה בסרטים בתמ""ס",1428,,link,link,
1996,C0083040104,השתתפות במשרד הבטחון,5000,,link,link,
1996,C0083040110,השתתפות בתקציב פיתוח מ.,253000,,link,link,
1996,C0083060103,בדיקת עיסקאות יצוא,100,,link,link,
1996,C0083060114,השקעה בחברה לחקר החיים,2400,,link,link,
1996,C0083060171,"פינוי תע""ש בית הכרם",40000,,link,link,
1996,C0083060172,תכנית בטיחות ואקלוגיה,25000,,link,link,
1996,C0083060174,"פינוי תע""ש מתחם השרון",5000,,link,link,
1996,C0083060501,"החזרי מע""מ",1500,,link,link,
1996,C0083060502,הלוואות גישור,1500,,link,link,
1996,C0083060503,פיצוי חיצוני,2000,,link,link,
1996,C0098030501,תכנון ופיתוח שכונות חדש,20934,,link,link,
1996,C0098030503,הוצאות רישום והסדר,500,,link,link,
1996,C0098030504,פיתוח מערכת ביוב,4000,,link,link,
1996,C0098030510,רזרבה לפיתוח מערכת ביוב,5603,,link,link,
1996,C0098030521,תכניות מתאר כפרים ערבים,900,,link,link,
1996,C0098030523,תכנון תשתיות ותכנון,10933,,link,link,
1996,C0098030549,רזרבה לתכנון ופיתוח,3398,,link,link,
1996,C0098031509,החזר הוצאות פיתוח למדינ,542500,,link,link,
1996,C0098040304,רזרבה להחזר דמי ניהול ו,1085,,link,link,
1997,C0000030101,מס שבח,1270000,,link,link,
1997,C0000040101,מס רכישה,1850000,,link,link,
1997,C0000430101,תמלוגים מאוצרות טבע,70000,,link,link,
1997,C0000440101,תמלוגים מחברות ממשלתיות,740000,,link,link,
1997,C0000460101,"החזר ע""ח שנים קודמות",60000,,link,link,
1997,C0000470101,הכנסות שונות,550000,,link,link,
1997,C0000480101,הכנסה מיועדת מעל האומדן,180000,,link,link,
1997,C0000490101,העברה מחלק ב',17886573,,link,link,
1997,C0000500101,דמי שימוש בנכסים ממשלתי,140000,,link,link,
1997,C0000530101,"גביית קרן במט""ח",100000,,link,link,
1997,C0000730101,הפרשות לפנסיה - חברות,21000,,link,link,
1997,C0000810101,מלוה מהמוסד לבטוח לאומי,6871811,,link,link,
1997,C0000902001,סיוע בטחוני,6555000,,link,link,
1997,C0004011302,עבודה בלתי צמיתה,50,,link,link,
1997,C0004011303,שעות נוספות,8,,link,link,
1997,C0004011304,החזר הוצאות רכב,18,,link,link,
1997,C0004011305,יעוץ ומחקר,124,,link,link,
1997,C0011010101,הנהלה,2538,,link,link,
1997,C0011020501,ביקורת פעולות ע.נ.א,2403,,link,link,
1997,C0011020602,"ביקורת בחו""ל",228,,link,link,
1997,C0011020702,"אמרכלות שיא כ""א",6872,,link,link,
1997,C0011020802,אמרכלות רכישות,14110,,link,link,
1997,C0013013008,רזרבה להתייקרויות,841,,link,link,
1997,C0020210441,פרסי ישראל,1122,,link,link,
1997,C0020220350,יעוץ ארגוני,1135,,link,link,
1997,C0020230546,הוצאות מינהליות,8516,,link,link,
1997,C0020241497,חוגי סיור,400,,link,link,
1997,C0020260961,השתתפות במשרד הבריאות,750,,link,link,
1997,C0020261142,"הפעלת ימי הדרכה ע""י",1149,,link,link,
1997,C0020261161,רזרבה ליישום הסכם שכר,175444,,link,link,
1997,C0020261166,מורים עולים,18635,,link,link,
1997,C0020261247,"ציוד חנ""מ למוסדות",170,,link,link,
1997,C0020261254,"שעות לחנ""מ חרדי",1596,,link,link,
1997,C0020261267,"שרתים -בי""ס חינוך מיוחד",35095,,link,link,
1997,C0020261269,"מזכירים בי""ס לחינוך",10980,,link,link,
1997,C0020261273,שרותים נלווים:,78897,,link,link,
1997,C0020270840,ררזבה להפעלת מרכזי,1732,,link,link,
1997,C0020270843,אחזקת תלמידים ישראלים,45576,,link,link,
1997,C0020270845,"הפעלת מינהלת נעל""ה",3880,,link,link,
1997,C0020270847,אחזקת תלמידים ישראלים,6000,,link,link,
1997,C0020270885,אחזקת תלמידי נעלה,3971,,link,link,
1997,C0020280125,עבודה בלתי צמיתה,2014,,link,link,
1997,C0020280440,שכר עובדים מהסוכנות -,8401,,link,link,
1997,C0020280453,"נעל""ה - הטסות ומיון",60,,link,link,
1997,C0020280457,הוצאות קליטה חניכים,3218,,link,link,
1997,C0020280458,רזרבה לתלמידים חרדים,10000,,link,link,
1997,C0020280651,"השתתפות בבתי""ס מודרכים",5000,,link,link,
1997,C0020291507,תמיכה בתלמודי תורה,12350,,link,link,
1997,C0023011914,פיצויים בעד נזקים,150,,link,link,
1997,C0023011970,שכר דירה - רווחה,13190,,link,link,
1997,C0023107241,השתתפות בעבודה קהילתית,1486,,link,link,
1997,C0023121002,שיפוץ וציוד מרכזי שיקום,3619,,link,link,
1997,C0024160131,שירותי בריאות לתלמיד,22986,,link,link,
1997,C0030013502,תחזוקת תוכנה בסיסית,354,,link,link,
1997,C0030013514,"השתתפות במשרד רוה""מ -",300,,link,link,
1997,C0030061106,תמיכות בפעולות להגברת,150,,link,link,
1997,C0032080801,רזרבה לסובסידיה לרכבת,1800,,link,link,
1997,C0033350106,שבתונים והשתלמויות,53,,link,link,
1997,C0033350206,שבתונים והשתלמויות,323,,link,link,
1997,C0036022106,מס מיוחד מיהלומנים,1449,,link,link,
1997,C0036060102,הבאת ואירוח עיתונאים,185,,link,link,
1997,C0036060104,עבודה בלתי צמיתה,240,,link,link,
1997,C0036060105,"נסיעות לחו""ל",35,,link,link,
1997,C0036060107,סמינרים ומפגשים עסקיים,55,,link,link,
1997,C0036060108,יועצים לאיתור השקעות,115,,link,link,
1997,C0036060109,תחזוקה,257,,link,link,
1997,C0036060110,קניית שירותי עבודה,173,,link,link,
1997,C0036060112,הוצאות הקמת משרד,91,,link,link,
1997,C0036060113,שכר דירה מטה,279,,link,link,
1997,C0038130101,תגבור תוכניות שיווק,35000,,link,link,
1997,C0038130103,ביטוח סיכוני סחר חוץ -,6000,,link,link,
1997,C0038130105,"תמיכה במס""קים",1000,,link,link,
1997,C0038130107,תמיכה בחונכות,8000,,link,link,
1997,C0038130111,הכשרת והסבת עובדים,5000,,link,link,
1997,C0038130121,מנהלות לאיזורי תעשיה,6000,,link,link,
1997,C0038130143,תשלום עבור התחייבויות,7000,,link,link,
1997,C0039088002,עובדים ארעיים,482,,link,link,
1997,C0039088004,אחזקת רכב,38,,link,link,
1997,C0039088005,"כ""א חיצוני",48,,link,link,
1997,C0039089060,ייעוץ,1632,,link,link,
1997,C0043010211,רכישת שירותי כח אדם,1171,,link,link,
1997,C0043010301,"רכישת ציוד ענ""א",1460,,link,link,
1997,C0043010303,תחזוקת חומרה,657,,link,link,
1997,C0043010304,תחזוקת תוכנה בסיסית,566,,link,link,
1997,C0043010305,תחזוקת תוכנה יישומית,132,,link,link,
1997,C0043010306,תחזוקת תקשורת,72,,link,link,
1997,C0043010307,אחזקת מערכת כספית,185,,link,link,
1997,C0043010401,הסדר קרקעות,4215,,link,link,
1997,C0043010402,רשת בקרה,1741,,link,link,
1997,C0043010403,עבודות מיפוי טופוגרפי,2338,,link,link,
1997,C0043010405,מדען ראשי,1587,,link,link,
1997,C0043010406,עדכוני מפות,512,,link,link,
1997,C0043010407,טיסות צילום,492,,link,link,
1997,C0043010408,שיווק,150,,link,link,
1997,C0043010409,השלמת שכבת הקדסטר,4799,,link,link,
1997,C0043010410,"עבודות ע""י גורמי חוץ",58,,link,link,
1997,C0046010802,רזרבה להתייקרויות תפעול,111,,link,link,
1997,C0052032101,ציוד ומערכות מידע,3179,,link,link,
1997,C0054010202,רזרבה להתייקרויות קניות,65,,link,link,
1997,C0054020202,רזרבה להתייקרויות קניות,53,,link,link,
1997,C0067040103,הצטיידות בבריאות הציבור,1455,,link,link,
1997,C0070090304,הלוואות המחליפות,676990,,link,link,
1997,C0073220201,מגזר יהודי,207537,,link,link,
1997,C0073220202,מגזר ערבי,44143,,link,link,
1997,C0073220203,מגזר דרוזי,16513,,link,link,
1997,C0073220204,סיבסוד ריבית רגיל,38885,,link,link,
1997,C0073220205,מתקני טיפול 79 ואילך,20000,,link,link,
1997,C0073220401,הלואה לטיפול נקודתי,12611,,link,link,
1997,C0073220402,מענק לטיפול נקודתי,14365,,link,link,
1997,C0073220403,סבסוד ריבית לט.נ,1755,,link,link,
1997,C0073220404,הלואה לבדואים,14828,,link,link,
1997,C0073220405,מענק לבדואים,16896,,link,link,
1997,C0073220406,סיבסוד ריבית לבדואים,2068,,link,link,
1997,C0073220407,הלואה לקו עימות,3827,,link,link,
1997,C0073220408,מענק לקו עימות,4365,,link,link,
1997,C0073220409,סיבסוד ריבית קו עימות,539,,link,link,
1997,C0073220410,"עתודה לזיכוי אשראי מוא""",3937,,link,link,
1997,C0073220411,"זיכוי אשראי מוא""ז",4000,,link,link,
1997,C0073220498,רזרבה לאשראי מיוחד,104,,link,link,
1997,C0073220499,רזרבה למענקים מיוחדים,133,,link,link,
1997,C0073220601,עתודה למסלול אשראי חיצו,2632,,link,link,
1997,C0073220602,עתודה לתאגידי ניסוי,2649,,link,link,
1997,C0073220603,רמת השרון,1000,,link,link,
1997,C0073220604,עומר,2000,,link,link,
1997,C0073220607,מענק מלכישוע,230,,link,link,
1997,C0073220608,מענק קדמה,39,,link,link,
1997,C0073220701,עתודה לתכנון,1213,,link,link,
1997,C0073220702,השתתפות בייעוץ להכנת,100,,link,link,
1997,C0073220710,ייעוץ בדואי,62,,link,link,
1997,C0073220711,ירוחם,25,,link,link,
1997,C0073220712,"ביוב צח""ר - תכנון מניעת",60,,link,link,
1997,C0073220713,צפון מזרח הכנרת - תכנון,70,,link,link,
1997,C0073220714,בקרת פרויקטים,300,,link,link,
1997,C0073220715,"נחלי יו""ש - תכנון מניעת",110,,link,link,
1997,C0073220903,רזרבה להתיקרויות מענקים,3341,,link,link,
1997,C0073220904,רזרבה להתיקרויות אשראי,11363,,link,link,
1997,C0078010701,פיתוח אכסניות נוער,3000,,link,link,
1998,C0000010201,מס הכנסה שכירים,28268000,,link,link,
1998,C0000020201,"מע""מ על מלכרים",3550000,,link,link,
1998,C0000140201,"מע""מ ייצור מקומי",17465000,,link,link,
1998,C0001010595,נשיא המדינה ולשכתו,11,,link,link,
1998,C0004052007,מערכת צילום וידאו,282,,link,link,
1998,C0007027102,"תפעול והצטיידות ""אתגר""",7100,,link,link,
1998,C0008200106,שעות אבטחה,28002,,link,link,
1998,C0008200109,קניות הנהלה קבועות,51515,,link,link,
1998,C0008200112,מחשוב,44193,,link,link,
1998,C0008200113,השתתפויות בגורמי חוץ,22017,,link,link,
1998,C0008200195,משרד המשפטים,3347,,link,link,
1998,C0008200206,"עב""צ",2720,,link,link,
1998,C0008200208,"שיא כ""א מנהלי",4770,,link,link,
1998,C0008200209,קניות קבועות,8216,,link,link,
1998,C0008200210,קניות ארגוניות,133,,link,link,
1998,C0008200217,שעות כוננות,233,,link,link,
1998,C0008200218,השתלמויות,100,,link,link,
1998,C0008200295,משרד המשפטים,500,,link,link,
1998,C0008200305,"שיא כ""א מנהלי",15274,,link,link,
1998,C0008200306,"עב""צ",1218,,link,link,
1998,C0008200308,קניות קבועות,8621,,link,link,
1998,C0008200309,קניות ארגוניות,777,,link,link,
1998,C0008200317,שעות כוננות,203,,link,link,
1998,C0008200395,משרד המשפטים,1610,,link,link,
1998,C0008200404,"שיא כ""א מנהלי",55104,,link,link,
1998,C0008200407,"עב""צ",9830,,link,link,
1998,C0008200408,קניות קבועות,46869,,link,link,
1998,C0008200409,קניות ארגוניות,1591,,link,link,
1998,C0008200417,שעות כוננות,1015,,link,link,
1998,C0008200418,השתלמויות,100,,link,link,
1998,C0008200420,"רזרבה לכ""א",1,,link,link,
1998,C0008200495,משרד המשפטים,4853,,link,link,
1998,C0008200502,רשמים,2486,,link,link,
1998,C0008200503,רשמים ארעיים,1066,,link,link,
1998,C0008200504,"שיא כ""א מנהלי",4104,,link,link,
1998,C0008200505,"עב""צ",1796,,link,link,
1998,C0008200507,קניות קבועות,6715,,link,link,
1998,C0008200508,קניות ארגוניות,298,,link,link,
1998,C0008200510,השתלמויות,300,,link,link,
1998,C0008200517,שעות כוננות,132,,link,link,
1998,C0008200595,משרד המשפטים,593,,link,link,
1998,C0008200602,רזרבה לקניות,4508,,link,link,
1998,C0008200695,משרד המשפטים,337,,link,link,
1998,C0011040401,מחשוב,396,,link,link,
1998,C0018011503,תוכניות הבראה ברשויות,252920,,link,link,
1998,C0018011505,רזרבה למימון תוכנית,145736,,link,link,
1998,C0018011507,מימון ביניים לאור יהודה,10000,,link,link,
1998,C0018011510,אשראי לרשויות מקומיות,100000,,link,link,
1998,C0020212195,רזרבה להתייקרויות כללית,2840,,link,link,
1998,C0020240257,פעולות רווחה למיעוטים,4674,,link,link,
1998,C0020240589,הפעלת מינהלת הטיולים,2763,,link,link,
1998,C0020241483,חילופי נוער - תמיכה,631,,link,link,
1998,C0020260548,רכישות מנהלי מחוזות,282,,link,link,
1998,C0020262095,רזרבה להתייקרויות כללית,1089,,link,link,
1998,C0020270575,פעולות נסויים - רכישות,1259,,link,link,
1998,C0020301109,מענקים לפיתוח,752,,link,link,
1998,C0020330111,קנית שרותי כח אדם,1904,,link,link,
1998,C0020330201,הפקת תוכניות,5832,,link,link,
1998,C0020330202,רכש הפקות חוץ,6829,,link,link,
1998,C0020330203,רכש סרטים,7278,,link,link,
1998,C0020330206,הכנסות ערוץ 32,550,,link,link,
1998,C0020330295,רזרבה להתייקרויות כללית,425,,link,link,
1998,C0020330402,"בדק ח""ח וח""ג",1478,,link,link,
1998,C0020330404,אחזקה ותפעול,6576,,link,link,
1998,C0020330495,רזרבה להתייקרויות כללית,392,,link,link,
1998,C0023085003,ועדות ופעולות אבחון,5052,,link,link,
1998,C0023087115,כוננויות,3577,,link,link,
1998,C0023087116,שכר עידוד,800,,link,link,
1998,C0023088003,עבודה ארעית,75,,link,link,
1998,C0023104399,רכזי ועדות - חוק סיעוד,7700,,link,link,
1998,C0023121095,משרד העבודה והרווחה,12,,link,link,
1998,C0023121295,משרד העבודה והרווחה,99,,link,link,
1998,C0024044303,תפעול,320,,link,link,
1998,C0024044495,משרד הבריאות,12,,link,link,
1998,C0024101106,כוננויות רופאים,1801,,link,link,
1998,C0024102105,תורנויות רופאים,1740,,link,link,
1998,C0024102106,כוננויות רופאים,2059,,link,link,
1998,C0024102605,תורנויות רופאים,957,,link,link,
1998,C0024102606,כוננויות רופאים,981,,link,link,
1998,C0024103406,כוננויות רופאים,3701,,link,link,
1998,C0024103605,תורנויות רופאים,565,,link,link,
1998,C0024103606,כוננויות רופאים,540,,link,link,
1998,C0024301095,משרד הבריאות,890,,link,link,
1998,C0030050301,מקבצי דיור שאושרו בשנת,36170,,link,link,
1998,C0030050302,מקבצי דיור שאושרו בשנת,50600,,link,link,
1998,C0034170395,משרד התשתיות הלאומיות,2,,link,link,
1998,C0036060201,פרסומים כלכליים,208,,link,link,
1998,C0036060202,"ארוח משלחות מחו""ל",332,,link,link,
1998,C0036060203,ספרות הדרכה,55,,link,link,
1998,C0036060205,"דואר לשליחים בחו""ל",256,,link,link,
1998,C0036060207,חניה לצוערים,100,,link,link,
1998,C0036060210,הלואה - מענק לצוערים,187,,link,link,
1998,C0036060213,שעות נוספות צוערים,240,,link,link,
1998,C0036060214,סיוע משפטי להסכמי סחר,166,,link,link,
1998,C0036060215,סקרים ומחקרים,58,,link,link,
1998,C0036060220,פעולות מינהל והדרכה -,235,,link,link,
1998,C0036060295,משרד התעשיה והמסחר,61,,link,link,
1998,C0036060302,השתתפות בתקציב נציגויות,416,,link,link,
1998,C0036060303,"נציגי רשפ""ת )ארה""ב,",960,,link,link,
1998,C0036060395,רזרבה להתייקרויות כללית,92,,link,link,
1998,C0036060401,קניית שירותי עבודה,44,,link,link,
1998,C0036060403,שירותי ייעוץ כלכלי,82,,link,link,
1998,C0036060404,"כלכלנים - עב""צ",214,,link,link,
1998,C0036060495,משרד התעשיה והמסחר,13,,link,link,
1998,C0043010509,"קדסטר - ציוד ענ""א",650,,link,link,
1998,C0043010701,"כ""א קבלני",1320,,link,link,
1998,C0043010702,יועצים,400,,link,link,
1998,C0043010703,ניהול מרכז שליטה,1000,,link,link,
1998,C0043010704,מיכון ומיחשוב,2000,,link,link,
1998,C0043010705,בנית מאגר נתונים,2000,,link,link,
1998,C0043010706,רשם המודדים,600,,link,link,
1998,C0045041595,רזרבה להתייקרויות כללית,4000,,link,link,
1998,C0070692302,השתתפות בפעולות פיתוח,12880,,link,link,
1998,C0070692303,השתתפות בפעולות פיתוח,26929,,link,link,
1998,C0070692304,השתתפות בפעולות פיתוח,30486,,link,link,
1998,C0070692395,שיכון,1850,,link,link,
1998,C0070700302,פיתוח תשתיות באלעד,6335,,link,link,
1998,C0070700304,"השתתפות בתקציב מע""צ",1000,,link,link,
1998,C0070700321,תשתיות לבניה בעיר אלעד-,4000,,link,link,
1998,C0070700395,שיכון,104,,link,link,
1998,C0083011203,רזרבה להתיקרויות אשראי,10584,,link,link,
1998,C0089900103,הכנסות מקרן לפיתוח,2200,,link,link,
1998,C0089900195,מפעלי משרד ראש הממשלה,3679,,link,link,
1998,C0094010111,כוננות רופאים,45948,,link,link,
1998,C0094010117,שעות נוספות עובדים,3615,,link,link,
1998,C0094010119,"מנמ""ש תורנויות",4421,,link,link,
1998,C0094010120,"מנמ""ש שעות נוספות",2177,,link,link,
1998,C0094010121,"91 משרות מנמ""ש בחודשי",12974,,link,link,
1998,C0094010125,פרמיות ושכר עידוד,1,,link,link,
1998,C0094010201,קניות,223181,,link,link,
1998,C0094010202,החזר הוצאות רכב,3249,,link,link,
1998,C0094010501,העברה להכנסות מרכזיות,68370,,link,link,
1998,C0094020111,כוננות רופאים,38235,,link,link,
1998,C0094020117,שעות נוספות עובדים,2225,,link,link,
1998,C0094020119,"מנמ""ש תורנויות",3575,,link,link,
1998,C0094020120,"מנמ""ש שעות נוספות",1479,,link,link,
1998,C0094020121,"385.84 משרות מנמ""ש",5812,,link,link,
1998,C0094020125,פרמיות ושכר עידוד,1,,link,link,
1998,C0094020201,קניות,160942,,link,link,
1998,C0094020202,החזר הוצאות רכב,2198,,link,link,
1998,C0094030111,כוננות רופאים,25584,,link,link,
1998,C0094030112,42 משרות רופאים,1,,link,link,
1998,C0094030117,שעות נוספות עובדים,1300,,link,link,
1998,C0094030119,"מנמ""ש תורנויות",1968,,link,link,
1998,C0094030120,"מנמ""ש שעות נוספות",1179,,link,link,
1998,C0094030121,"57.15 משרות מנמ""ש",1709,,link,link,
1998,C0094030125,פרמיות ושכר עידוד,1,,link,link,
1998,C0094030201,קניות,94650,,link,link,
1998,C0094030202,החזר הוצאות רכב,860,,link,link,
1998,C0094030501,העברה להכנסות מרכזיות,30940,,link,link,
1998,C0094040110,תורנות רופאים,22218,,link,link,
1998,C0094040111,כוננות רופאים,37236,,link,link,
1998,C0094040117,שעות נוספות עובדים,1632,,link,link,
1998,C0094040119,"מנמ""ש תורנויות",2421,,link,link,
1998,C0094040120,"מנמ""ש שעות נוספות",1498,,link,link,
1998,C0094040121,"91 משרות מנמ""ש",3536,,link,link,
1998,C0094040125,פרמיות ושכר עידוד,1,,link,link,
1998,C0094040201,קניות,113729,,link,link,
1998,C0094040202,החזר הוצאות רכב,1051,,link,link,
1998,C0094040501,העברה להכנסות מרכזיות,26240,,link,link,
1998,C0094050110,תורנות רופאים,25230,,link,link,
1998,C0094050111,כוננות רופאים,33842,,link,link,
1998,C0094050117,שעות נוספות עובדים,2245,,link,link,
1998,C0094050119,"מנמ""ש תורנויות",3092,,link,link,
1998,C0094050120,"מנמ""ש שעות נוספות",1693,,link,link,
1998,C0094050121,"91 משרות מנמ""ש",3077,,link,link,
1998,C0094050125,פרמיות ושכר עידוד,1,,link,link,
1998,C0094050201,קניות,112357,,link,link,
1998,C0094050202,החזר הוצאות רכב,1243,,link,link,
1998,C0094050501,העברה להכנסות מרכזיות,2873,,link,link,
1998,C0094060110,תורנות רופאים,15257,,link,link,
1998,C0094060111,כוננות רופאים,19692,,link,link,
1998,C0094060117,שעות נוספות עובדים,838,,link,link,
1998,C0094060119,"מנמ""ש תור. וכוננ.",1017,,link,link,
1998,C0094060120,"מנמ""ש שעות נוספות",786,,link,link,
1998,C0094060121,"מנמ""ש ח""ע )91(",1110,,link,link,
1998,C0094060125,פרמיות ושכר עידוד,1,,link,link,
1998,C0094060201,קניות,54661,,link,link,
1998,C0094060202,רכב,669,,link,link,
1998,C0094070110,תורנות רופאים,17049,,link,link,
1998,C0094070111,כוננות רופאים,22542,,link,link,
1998,C0094070117,שעות נוספות עובדים,1202,,link,link,
1998,C0094070119,"מנמ""ש תורנויות",1709,,link,link,
1998,C0094070120,"מנמ""ש שעות נוספות",876,,link,link,
1998,C0094070121,"91 משרות מנמ""ש",3430,,link,link,
1998,C0094070125,פרמיות ושכר עידוד,1,,link,link,
1998,C0094070201,קניות,55400,,link,link,
1998,C0094070202,החזר הוצאות רכב,860,,link,link,
1998,C0094080110,תורנות רופאים,9071,,link,link,
1998,C0094080111,כוננות רופאים,14224,,link,link,
1998,C0094080117,שעות נוספות עובדים,338,,link,link,
1998,C0094080119,תורנויות וכוננויות,1175,,link,link,
1998,C0094080120,"מנמ""ש שעות נוספות",469,,link,link,
1998,C0094080121,"33.4 משרות מנמ""ש",612,,link,link,
1998,C0094080125,פרמיות ושכר עידוד,1,,link,link,
1998,C0094080201,קניות,26171,,link,link,
1998,C0094080202,החזר הוצאות רכב,478,,link,link,
1998,C0094090110,תורנות רופאים,14975,,link,link,
1998,C0094090111,כוננות רופאים,12043,,link,link,
1998,C0094090117,שעות נוספות עובדים,1013,,link,link,
1998,C0094090119,"מנמ""ש תורנויות",1276,,link,link,
1998,C0094090120,"מנמ""ש שעות נוספות",743,,link,link,
1998,C0094090121,"5.01 משרות מנמ""ש",1677,,link,link,
1998,C0094090125,פרמיות ושכר עידוד,1,,link,link,
1998,C0094090201,קניות,39631,,link,link,
1998,C0094090202,החזר הוצאות רכב,859,,link,link,
1998,C0094100110,תורנות רופאים,13733,,link,link,
1998,C0094100111,כוננות רופאים,15507,,link,link,
1998,C0094100117,שעות נוספות עובדים,1866,,link,link,
1998,C0094100119,"מנמ""ש תורנויות",1001,,link,link,
1998,C0094100120,"מנמ""ש שעות נוספות",1086,,link,link,
1998,C0094100121,"91 משרות מנמ""ש",3734,,link,link,
1998,C0094100122,הפרשה לפנסיה ופיצויים,12050,,link,link,
1998,C0094100125,פרמיות ושכר עידוד,1,,link,link,
1998,C0094100201,קניות,48460,,link,link,
1998,C0094110110,תורנות רופאים,27844,,link,link,
1998,C0094110111,כוננות רופאים,38058,,link,link,
1998,C0094110117,שעות נוספות עובדים,3341,,link,link,
1998,C0094110119,"מנמ""ש תורנויות",717,,link,link,
1998,C0094110120,"מנמ""ש שעות נוספות",1379,,link,link,
1998,C0094110121,"91 משרות מנמ""ש",9084,,link,link,
1998,C0094110122,הפרשה לפנסיה ופיצויים,48500,,link,link,
1998,C0094110125,פרמיות ושכר עידוד,1,,link,link,
1998,C0094110201,קניות,173360,,link,link,
1998,C0094200319,העברה להעסקת מתמחים,26567,,link,link,
1998,C0094200331,"העברה לבי""ח ברזילי",4959,,link,link,
1998,C0094740101,הכנסות מאשפוז,6196,,link,link,
1998,C0094770101,הכנסות מאשפוז,387,,link,link,
1998,C0098010995,רזרבה להתייקרויות כללית,1505,,link,link,
1998,C0098722195,רזרבה להתייקרויות כללית,3255,,link,link,
1999,C0000180101,מס דלק,5650000,,link,link,
1999,C0000340101,"ריבית במט""ח",712000,,link,link,
1999,C0000350101,גביית ריבית,2828000,,link,link,
1999,C0000450101,דוידנדים מחברות ממשלתיו,1174000,,link,link,
1999,C0000510101,גביית קרן,5054000,,link,link,
1999,C0002010202,סיורי ועדות חכים וסיעות,70,,link,link,
1999,C0002010210,"השתלמות אנגלית - חכי""ם",50,,link,link,
1999,C0002010218,"קרן יו""ר הכנסת",27,,link,link,
1999,C0002010222,"אגודות ידידות - חכי""ם",11,,link,link,
1999,C0002010223,"קשר עם הציבור - חכי""ם",10400,,link,link,
1999,C0002010322,קרן הכנסת,5000,,link,link,
1999,C0004150305,רזרבה להתייקרויות,1,,link,link,
1999,C0004150501,רזרבה לנושא מערכת מחשוב,3000,,link,link,
1999,C0012020101,גמלאות עובדי המדינה,2869594,,link,link,
1999,C0012020103,סוהרים,139756,,link,link,
1999,C0012020104,השתתפות במשרד הבטחון-,589618,,link,link,
1999,C0012020106,השלמת גמלאות לעובדי נמל,7190,,link,link,
1999,C0012020107,רזרבה,354,,link,link,
1999,C0012020108,השתתפות במשרד המשטרה,1602,,link,link,
1999,C0012030101,חברי כנסת,47080,,link,link,
1999,C0012030102,נשיא וחברי ממשלה,17648,,link,link,
1999,C0012030103,"שופטים, דיינים וקאדים",110379,,link,link,
1999,C0012030104,"מנכ""לים מקביליהם",37451,,link,link,
1999,C0012040101,פנסיה רגילה,218,,link,link,
1999,C0012040102,פנסיה מוגדלת,558,,link,link,
1999,C0012060101,מיכון גמלאות לעובדי,5241,,link,link,
1999,C0012060102,מחשוב חוק הגמלאות,1190,,link,link,
1999,C0012060103,השתתפות בדואר ומשלוחים,1276,,link,link,
1999,C0012060104,חקירות גמלאות,120,,link,link,
