שנה ראשונה,מספר סעיף,שם הסעיף,הוצאה ברוטו,"מספרי סעיפים בשנה הקודמת, מופרדים בפסיקים",לינק לסעיף,לינק לסעיף אב משנה קודמת,הערות מועתקות
2013,C0016150101,כיבוי אש מהאוויר,47500,,link,link,
2013,C0016150102,כיבוי אש פיקוד העורף,40906,,link,link,
2013,C0016160101,תקן קבע ייעודי,13382,,link,link,
2013,C0016160102,החזר הוצאות רכב,1960,,link,link,
2013,C0016160204,אחזקת מרכיבי ביטחון,139634,,link,link,
2013,C0016160301,תקן קבע ייעודי,5404,,link,link,
2013,C0016160302,תקן רכב ייעודי,374,,link,link,
2013,C0016160401,תקן קבע ייעודי,2046,,link,link,
2013,C0016160402,תקן רכב ייעודי,200,,link,link,
2013,C0016160403,מיגון מוסדות חינוך,163834,,link,link,
2013,C0016170299,השתתפות במשרדי ממשלה,130,,link,link,
2013,C0016170301,חיזוק עורף לאומי,198086,,link,link,
2013,C0016170302,מיגון תשתיות לאומיות,45000,,link,link,
2013,C0016180101,רזרבה להתיקרויות שכר,3262,,link,link,
2013,C0017330208,פיצויים הסכם 80,2066,,link,link,
2013,C0018110103,מענק בירה,552152,,link,link,
2013,C0018110104,מענק שר הפנים,211700,,link,link,
2013,C0018110105,העברה לועד המקומי חברון,8000,,link,link,
2013,C0018110113,טיפול בשטחים גליליים,1354,,link,link,
2013,C0018110126,מימון תוכניות הבראה,525908,,link,link,
2013,C0018110129,פרס ניהול תקין,32778,,link,link,
2013,C0018110130,השתתפות במשרד התחבורה,4500,,link,link,
2013,C0018110134,קריות חינוך,15464,,link,link,
2013,C0018110135,הרשות לפיתוח ירושלים,6484,,link,link,
2013,C0018110137,בטחון ברשויות המקומיות,3024,,link,link,
2013,C0018110138,אבטחת ראשי רשויות,62148,,link,link,
2013,C0018110142,בודקי תוכניות הבראה,6910,,link,link,
2013,C0018110147,מימון התחייבויות עבר,31702,,link,link,
2013,C0018110152,סיוע מנהלת תנופה,11340,,link,link,
2013,C0018110170,מענק איזון מותנה,360000,,link,link,
2013,C0019400101,פרחי מדע,81520,,link,link,
2013,C0019400108,מלגות למגזרים שונים,3746,,link,link,
2013,C0019400201,מחקרי מדע,78336,,link,link,
2013,C0019400202,סוכנות החלל הישראלית,18346,,link,link,
2013,C0019400211,תכנית החלל,34952,,link,link,
2013,C0019400301,קשרי חוץ מדעיים,1836,,link,link,
2013,C0019400304,חברות ב-OECD,48,,link,link,
2013,C0019400305,מחקרים דו-לאומיים,33314,,link,link,
2013,C0019400306,מחקרים בנושא הקיברנטי,21468,,link,link,
2013,C0019400401,תפעול,6992,,link,link,
2013,C0019400402,ועדות מחקר,14098,,link,link,
2013,C0019410101,העסקת סטודנטים,1076,,link,link,
2013,C0019410102,שיא כוח אדם,32336,,link,link,
2013,C0019410103,שעות נוספות,2150,,link,link,
2013,C0019410104,עבודה בלתי צמיתה,37340,,link,link,
2013,C0019410105,כוננויות,612,,link,link,
2013,C0019410106,החזר הוצאות רכב,8068,,link,link,
2013,C0019410107,שכר עידוד,3146,,link,link,
2013,C0019410108,הוצאות פרישה,548,,link,link,
2013,C0019410111,עדכון מערכת שכר עידוד,268,,link,link,
2013,C0019410201,הוצאות תפעול,26792,,link,link,
2013,C0019410202,דלק לרכב ממשלתי,3000,,link,link,
2013,C0019410203,שירותי כוח אדם,2462,,link,link,
2013,C0019410204,"נסיעות לחו""ל",1984,,link,link,
2013,C0019410207,שכר דירה לגורמי חוץ,2604,,link,link,
2013,C0019410209,שמירה ואבטחת שר,11426,,link,link,
2013,C0019410210,אבטחת משלחות,8836,,link,link,
2013,C0019410212,הוצאות מחשוב,1590,,link,link,
2013,C0019410213,השתתפות באוצר,202,,link,link,
2013,C0019420101,רשות העתיקות,182734,,link,link,
2013,C0019420201,עתודה לקידום התרבות,3710,,link,link,
2013,C0019420204,בית התפוצות,99296,,link,link,
2013,C0019420206,מרכז זלמן שזר,4598,,link,link,
2013,C0019420207,קבוצות תאטרון,35298,,link,link,
2013,C0019420210,תמיכה בשיפוצי מוסדות,79118,,link,link,
2013,C0019420211,שירות הסרטים,3270,,link,link,
2013,C0019420212,אמנים עצמאיים,344,,link,link,
2013,C0019420213,פרסי תרבות,5654,,link,link,
2013,C0019420214,מוסדות תרבות מדע ומחקר,27600,,link,link,
2013,C0019420215,תאטראות תמיכה,171134,,link,link,
2013,C0019420217,יד בן צבי,19520,,link,link,
2013,C0019420218,מוזיאונים - תמיכה,88252,,link,link,
2013,C0019420219,האקדמיה ללשון העברית,20276,,link,link,
2013,C0019420220,מחול תמיכה,64050,,link,link,
2013,C0019420221,אופרות תמיכה,37000,,link,link,
2013,C0019420223,ספריות תמיכות,9000,,link,link,
2013,C0019420224,אמנות פלסטית,11250,,link,link,
2013,C0019420225,מוסדות מורשת בן גוריון,8566,,link,link,
2013,C0019420228,חוק הקולנוע,146074,,link,link,
2013,C0019420229,הענקות ליוצרים,1412,,link,link,
2013,C0019420231,תרבות בקהילה תמיכה,20840,,link,link,
2013,C0019420232,מורשת עדות ישראל,19344,,link,link,
2013,C0019420233,פעולות תרבות ערבית,23742,,link,link,
2013,C0019420234,מוסדות תרבות תורנית,21730,,link,link,
2013,C0019420235,תרבות בנגב,10000,,link,link,
2013,C0019420238,תאטרון אזרחים ותיקים,49704,,link,link,
2013,C0019420242,המועצה הלאומית לתרבות,2200,,link,link,
2013,C0019420243,אקדמיה ללשון ערבית,2850,,link,link,
2013,C0019420244,המועצה לתרבות היידיש,4772,,link,link,
2013,C0019420245,שימור אתרי התיישבות,81680,,link,link,
2013,C0019420247,מענק ירושלים לתרבות,46000,,link,link,
2013,C0019420248,פעולות כלליות בתרבות,162512,,link,link,
2013,C0019420249,פעולות תרבות לדרוזים,6696,,link,link,
2013,C0019420250,ספריות פעולות,179588,,link,link,
2013,C0019420251,שימור רצף פעולות,6082,,link,link,
2013,C0019420252,הלוואות למוסדות במצוקה,12000,,link,link,
2013,C0019430105,יוזמות בספורט,68120,,link,link,
2013,C0019430106,מרכזי אימון ותחרות,6372,,link,link,
2013,C0019430107,פעולות ספורט ברשויות,56520,,link,link,
2013,C0019430108,הרשות המוסמכת לצלילה,3712,,link,link,
2013,C0019430110,מתקנים ואתרי ספורט,95798,,link,link,
2013,C0019430111,הפעלת הספורט ההישגי,40874,,link,link,
2013,C0019430112,ספורט הישגי לנשים,4828,,link,link,
2013,C0019430116,עתודה לפעילות בספורט,26102,,link,link,
2013,C0019430117,פעילות בספורט,7600,,link,link,
2013,C0019430118,בעלי צרכים מיוחדים,1010,,link,link,
2013,C0019430119,פעולות רב ענפיות,478,,link,link,
2013,C0019430123,אלימות בספורט,4076,,link,link,
2013,C0019430127,מאמנים,602,,link,link,
2013,C0019430201,התאחדויות תמיכה,6592,,link,link,
2013,C0019430202,יוזמות,8250,,link,link,
2013,C0019440102,רזרבה להתייקרויות שכר,2730,,link,link,
2013,C0020220147,עדכון מערכות שכר עידוד,388,,link,link,
2013,C0020241425,מורשת כוחות המגן,1000,,link,link,
2013,C0020241985,הקצבות לשיח ושיג,1030,,link,link,
2013,C0020261201,יישום חוק השילוב,6,,link,link,
2013,C0020280481,פנימיות משטרתיות,600,,link,link,
2013,C0020320269,תשדירי ספורט,666,,link,link,
2013,C0020381299,רזרבה,4450,,link,link,
2013,C0021110103,תכנית מרכזי המצוינות,45000,,link,link,
2013,C0021110106,"תכנית תל""מ - ישראגריד",3640,,link,link,
2013,C0021110109,השתתפות במשרדים,35580,,link,link,
2013,C0021110201,מרכז הסיוע לסטודנטים,369046,,link,link,
2013,C0021110202,מכינות קדם אקדמיות,70000,,link,link,
2013,C0021110301,הקרן הלאומית למדע,700000,,link,link,
2013,C0021110303,דמי חבר ESRF,8532,,link,link,
2013,C0021110304,האקדמיה הלאומית למדעים,24340,,link,link,
2013,C0023011001,פנסיה ופיצויים,16270,,link,link,
2013,C0023011002,החזקת רכב - רווחה,90758,,link,link,
2013,C0023011003,רכב ממשלתי (29),5328,,link,link,
2013,C0023011091,השתתפות בלמס,222,,link,link,
2013,C0023013201,פעולות התנדבות,23690,,link,link,
2013,C0023062198,קניית שירותים- תרבות,34382,,link,link,
2013,C0023102605,מבחן תמיכות לכתות,200,,link,link,
2013,C0023102694,השתתפות במשטרה,3200,,link,link,
2013,C0023103801,סיוע לפנימיות,63436,,link,link,
2013,C0023116621,יעודה לפעולות,1200,,link,link,
2013,C0024022004,השתתפות במשרד החינוך,1320,,link,link,
2013,C0024023061,השתתפות בפרוייקט מרכבה,1034,,link,link,
2013,C0024023295,מימון פעילויות כללי,91136,,link,link,
2013,C0024024012,"רזרבה לשכ""א הסכם",8,,link,link,
2013,C0024026205,כוננויות רופאים,269,,link,link,
2013,C0024074090,רזרבה לעמידה ביעד,100,,link,link,
2013,C0024103691,החזר הוצאות רכב,708,,link,link,
2013,C0024131460,תפעול,254,,link,link,
2013,C0024164203,"שעות נוספות - מנמ""ש",16,,link,link,
2013,C0025010101,שיא כח אדם,13300,,link,link,
2013,C0025010102,עבודה בלתי צמיתה,13518,,link,link,
2013,C0025010103,שעות נוספות,2224,,link,link,
2013,C0025010104,כוננויות,334,,link,link,
2013,C0025010105,החזר הוצאות רכב,5300,,link,link,
2013,C0025010106,שכר עידוד,2202,,link,link,
2013,C0025010107,שעות העסקת סטודנטים,1248,,link,link,
2013,C0025010108,כוננויות רופאים,676,,link,link,
2013,C0025010204,יעוץ חות דעת ומומחים,5776,,link,link,
2013,C0025010205,שירותי מענה טלפוני,10876,,link,link,
2013,C0025010206,מיחשוב מערך התגמולים,3508,,link,link,
2013,C0025010207,השתתפות באוצר-מיחשוב,2638,,link,link,
2013,C0025010208,השתתפויות בתפעול,14890,,link,link,
2013,C0025010211,ועדות רפואיות,11530,,link,link,
2013,C0025010213,ארכיון,2712,,link,link,
2013,C0025010214,הוצאות משפט,700,,link,link,
2013,C0025020103,סיוע לזכאי חוק ההטבות,187186,,link,link,
2013,C0025020201,טיפול ושיקום רפואי,580000,,link,link,
2013,C0025020202,הנחות בתרופות,141512,,link,link,
2013,C0025020207,החזקת טלפון,40746,,link,link,
2013,C0025020208,תשלומי חסד,1532,,link,link,
2013,C0025020209,מענק ביגוד,80,,link,link,
2013,C0025020210,הלואות לשקום כלכלי,5340,,link,link,
2013,C0025020213,פטור מאגרת טלויזיה,1772,,link,link,
2013,C0025020214,עזרה בבית,9360,,link,link,
2013,C0026110101,שיא כח אדם,144814,,link,link,
2013,C0026110102,עבודה בלתי צמיתה,32304,,link,link,
2013,C0026110103,שעות נוספות,8462,,link,link,
2013,C0026110104,כוננות,6676,,link,link,
2013,C0026110105,שכר עידוד,4000,,link,link,
2013,C0026110106,הוצאות פרישה,1400,,link,link,
2013,C0026110107,החזר הוצאות רכב,27416,,link,link,
2013,C0026110108,אחזקת רכב ממשלתי,11238,,link,link,
2013,C0026110109,העסקה לפי שעות,3700,,link,link,
2013,C0026110201,הוצאות תפעול,98640,,link,link,
2013,C0026110202,הדרכה ושכר לימוד,6970,,link,link,
2013,C0026110203,הוצאות מחשוב,41262,,link,link,
2013,C0026110204,שכר דירה לגורמי חוץ,4442,,link,link,
2013,C0026110207,תשלום לפי פסקי דין,21228,,link,link,
2013,C0026110210,רכישת שירותי ייעוץ,45698,,link,link,
2013,C0026120101,תמיכות שונות,15988,,link,link,
2013,C0026120105,רשות נחל הירקון,6679,,link,link,
2013,C0026120106,רשות נחל הקישון,2756,,link,link,
2013,C0026120109,תמיכות ועדת עזבונות,8200,,link,link,
2013,C0026120111,פעולות אשכול משאבי טבע,55222,,link,link,
2013,C0026120113,פעולות אשכול אכיפה,3216,,link,link,
2013,C0026120115,פעולות אשכול תעשיות,85858,,link,link,
2013,C0026120116,פעולות אגף איכות אוויר,32944,,link,link,
2013,C0026120118,הפעלת יחידות סביבתיות,28720,,link,link,
2013,C0026120119,גריטת רכבים,1570,,link,link,
2013,C0026120120,פיתוח פארק אריאל שרון,72280,,link,link,
2013,C0026120121,פיתוח פארק נחל באר שבע,24650,,link,link,
2013,C0026120123,פעולות לשיקום נחלים,22878,,link,link,
2013,C0026120126,פרוייקט המצוק החופי,4766,,link,link,
2013,C0026130101,שיא כח אדם,1750,,link,link,
2013,C0026130102,שעות נוספות,250,,link,link,
2013,C0026130103,כוננות,53,,link,link,
2013,C0026130104,החזר הוצאות רכב,330,,link,link,
2013,C0026130106,פעולות מקצועיות,158133,,link,link,
2013,C0026130107,תמיכות,916970,,link,link,
2013,C0026130110,תמיכות לעמותות,714,,link,link,
2013,C0026130201,שיא כח אדם,1550,,link,link,
2013,C0026130202,עבודה בלתי צמיתה,72,,link,link,
2013,C0026130203,שעות נוספות,85,,link,link,
2013,C0026130204,כוננות,11,,link,link,
2013,C0026130205,החזר הוצאות רכב,285,,link,link,
2013,C0026130207,פעולות מקצועיות,64869,,link,link,
2013,C0026130208,תמיכות,7634,,link,link,
2013,C0026130302,פעולות מקצועיות,66892,,link,link,
2013,C0026130303,תמיכות,9030,,link,link,
2013,C0026130401,שיא כח אדם,7950,,link,link,
2013,C0026130402,עבודה בלתי צמיתה,620,,link,link,
2013,C0026130403,שעות נוספות,45,,link,link,
2013,C0026130405,החזר הוצאות רכב,370,,link,link,
2013,C0026130406,אחזקת רכב ממשלתי,2100,,link,link,
2013,C0026130408,פעולות מקצועיות,83995,,link,link,
2013,C0026130409,תפעול,1500,,link,link,
2013,C0026130502,פעולות,4960,,link,link,
2013,C0026130503,תמיכות בעמותות,4574,,link,link,
2013,C0026130504,תמיכות,2166,,link,link,
2013,C0026260102,רזרבה להתייקרויות,7502,,link,link,
2013,C0027110101,כללי-שכירים ועצמאים,4949980,,link,link,
2013,C0027110102,זקנה ושאירים,5462240,,link,link,
2013,C0027110103,ילדים,26720300,,link,link,
2013,C0027110104,נכות כללית,1510640,,link,link,
2013,C0027110109,חוק אסירי ציון,75900,,link,link,
2013,C0027110201,אמהות,526200,,link,link,
2013,C0027110202,שיבוב,365680,,link,link,
2013,C0027110203,נכים קודמים,53900,,link,link,
2013,C0027110204,סיעוד,1951600,,link,link,
2013,C0027120106,יתומים עקב אלימות,11640,,link,link,
2013,C0027120111,חוק הפוליו,339600,,link,link,
2013,C0027120112,קצבאות לנפגעי עירוי דם,4266,,link,link,
2013,C0027120113,פיצויים לנפגעי הקרנות,281600,,link,link,
2013,C0027120114,ביטוח זכויות מתנדבים,12610,,link,link,
2013,C0027120201,קצבאות סיעוד לעולים,7014,,link,link,
2013,C0027120202,קצבאות לנכים עולים,7790,,link,link,
2013,C0027120203,קצבאות ניידות לנכים,2376000,,link,link,
2013,C0027120206,ילדים עולים ללא מבוטח,970,,link,link,
2013,C0027120209,קצבת לידה-שלישיה,15610,,link,link,
2013,C0027130101,הוצאות מינהל,615288,,link,link,
2013,C0027130103,סיוע משפטי,15820,,link,link,
2013,C0027140101,רזרבה,930,,link,link,
2013,C0029010101,שיא כח אדם,172218,,link,link,
